New Episode Started
State: D:18.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:28.8_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:28.8_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:28.9_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:28.9_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.17195
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.204755
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.2342795
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.2608516
State: D:29.0_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:29.0_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.2847664
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.3062898
State: D:29.0_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.0271
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.3256608
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.3430947
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.3587852
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.3729067
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.385616
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.3970544
State: D:29.0_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:29.0_G:True_W:True_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:28.9_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01999
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.408339
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4184951
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4276356
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.435862
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4432658
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4499292
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4559263
State: D:29.0_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.03538
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4613237
State: D:29.0_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.042832
State: D:29.0_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.0495388
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4661813
State: D:29.0_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.05557492
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4705532
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4744879
State: D:29.0_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.06100743
State: D:29.0_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.06589669
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4780291
State: D:29.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4812162
State: D:29.0_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.07029702
State: D:29.0_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:29.0_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:28.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:28.8_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:28.7_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:28.6_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:28.6_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:28.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:28.5_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:28.5_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:28.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:28.2_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:28.1_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:27.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:27.5_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:27.4_G:True_W:True_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:27.1_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:27.0_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05108801
State: D:26.7_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.0271
State: D:26.4_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.0271
State: D:26.1_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:26.0_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:25.9_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.6_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.3_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.3_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:25.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:24.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:24.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01099
State: D:24.8_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:24.9_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.1_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.1_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.2_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.3_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.4_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.5_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:25.6_G:True_W:True_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.5_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.5_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.7_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.6_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.6_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:25.6_G:True_W:True_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:25.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:25.6_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:25.6_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.5_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:25.4_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.3_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:25.2_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.2_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:25.3_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.2_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:25.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.17195
State: D:24.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:24.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.020881
State: D:24.8_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:24.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.028981
State: D:24.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:24.9_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:24.9_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:25.1_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:25.2_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:25.3_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:25.4_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:25.3_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.17195
State: D:25.2_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:25.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:25.0_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:25.0_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.8_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:24.7_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:24.6_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:24.5_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:24.4_G:True_W:True_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:24.1_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:24.0_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:23.8_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:23.7_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:23.6_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:23.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:23.2_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:23.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.8_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.6_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.5_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:22.4_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.17195
State: D:22.4_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:22.4_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.4_G:True_W:True_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.3_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01099
State: D:22.4_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.02809
State: D:22.4_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:22.4_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.3_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.2_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.0_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.0_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.0_G:True_W:True_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01099
State: D:22.0_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:22.0_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.9_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:21.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:21.7_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.8_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:21.9_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:21.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:21.7_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:21.8_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:21.9_G:True_W:True_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:21.8_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:21.9_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.9_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:21.7_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:21.6_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:21.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:21.6_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:21.7_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:21.8_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:21.9_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.0_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.0_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.1_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:22.0_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.020881
State: D:22.0_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.1_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.1_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:22.2_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.3_G:True_W:True_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.2_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:22.3_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.011881
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.206636
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.2378534
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.265949
State: D:22.4_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.0271
State: D:22.4_G:True_W:True_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:22.3_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.2386553
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.292037
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.3155162
State: D:22.4_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.03439
State: D:22.4_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:22.3_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:22.2_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:22.3_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.02347381
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.3367455
State: D:22.4_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.03806191
State: D:22.4_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.04766033
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.3564756
State: D:22.4_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.05629891
State: D:22.4_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.041941
State: D:22.4_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:22.3_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.0271
State: D:22.2_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.17195
State: D:22.3_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05415216
State: D:22.4_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.06482118
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.3749802
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.3916343
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.406623
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4201129
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4322537
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4431805
State: D:22.4_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.0487369
State: D:22.4_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:22.3_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.03439
State: D:22.2_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.204755
State: D:22.3_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1035619
State: D:22.4_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.07316402
State: D:22.4_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.08067257
State: D:22.4_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.4536874
State: D:22.4_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.08743027
State: D:22.4_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.05485321
State: D:22.4_G:True_W:True_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.0271
State: D:22.3_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01099
State: D:22.4_G:True_W:True_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.03547801
State: D:22.3_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.020881
State: D:22.4_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.17195
State: D:22.3_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.040951
State: D:22.2_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.2342795
State: D:22.3_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1432057
State: D:22.2_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:22.0_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:21.8_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:21.5_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:21.2_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01099
State: D:20.9_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:20.8_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:20.7_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:20.6_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:20.5_G:True_W:True_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:20.2_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:20.0_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:19.7_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:19.4_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.019
State: D:19.1_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:19.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:19.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:19.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
State: D:19.0_G:True_W:True_F:True, Action: ShootLaser, Reward: -0.5, New Q-value: -0.17195
State: D:19.0_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:19.0_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:18.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:18.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:18.7_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:18.8_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:18.7_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.05
State: D:18.7_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.011881
State: D:18.6_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.03439
State: D:18.7_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.01
State: D:18.8_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.09617622
State: D:18.7_G:True_W:False_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.0225739
State: D:18.6_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.0271
State: D:18.7_G:True_W:True_F:False, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:18.7_G:True_W:False_F:True, Action: MoveRight, Reward: -0.1, New Q-value: -0.01
State: D:18.7_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.1, New Q-value: -0.019
State: D:18.8_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1387934
State: D:18.7_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.095
State: D:18.6_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.137381
State: D:18.5_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.1, New Q-value: -0.02809
State: D:18.5_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.5, New Q-value: -0.1355
