New Episode Started
State: D:18.2_PD:False_G:False_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:5.5_PD:True_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: 0.1, New Q-value: 0.01
State: D:5.7_PD:True_G:True_W:False_W:False_F:False_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:5.8_PD:True_G:True_W:False_W:False_F:False_S:False, Action: Follow, Reward: 0.1, New Q-value: 0.01
State: D:6.0_PD:True_G:True_W:False_W:False_F:False_S:False, Action: Patrol, Reward: 0, New Q-value: 0
State: D:6.1_PD:True_G:True_W:False_W:False_F:False_S:False, Action: Follow, Reward: 0.1, New Q-value: 0.01
State: D:6.2_PD:True_G:True_W:False_W:False_F:False_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:6.3_PD:True_G:True_W:False_W:False_F:False_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:6.4_PD:True_G:True_W:False_W:False_F:False_S:False, Action: Patrol, Reward: 0, New Q-value: 0
State: D:6.5_PD:True_G:True_W:False_W:False_F:False_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:6.7_PD:True_G:True_W:False_W:False_F:False_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:6.7_PD:True_G:True_W:False_W:False_F:False_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.19
State: D:6.9_PD:True_G:True_W:False_W:False_F:False_S:False, Action: Patrol, Reward: 0, New Q-value: 0
State: D:7.1_PD:True_G:True_W:False_W:False_F:False_S:False, Action: Follow, Reward: 0.1, New Q-value: 0.01
State: D:7.3_PD:True_G:True_W:False_W:False_F:False_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:7.4_PD:True_G:True_W:False_W:False_F:False_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:7.5_PD:False_G:True_W:False_W:False_F:False_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:7.6_PD:False_G:True_W:False_W:False_F:False_S:False, Action: Follow, Reward: 0.1, New Q-value: 0.01
State: D:7.7_PD:True_G:True_W:False_W:False_F:False_S:False, Action: Follow, Reward: 0.1, New Q-value: 0.01
State: D:7.9_PD:True_G:True_W:False_W:False_F:False_S:False, Action: Follow, Reward: 0.1, New Q-value: 0.01
State: D:8.0_PD:True_G:True_W:False_W:False_F:False_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:8.1_PD:True_G:True_W:False_W:False_F:False_S:False, Action: Patrol, Reward: 0, New Q-value: 0
State: D:8.2_PD:True_G:True_W:False_W:False_F:False_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:8.3_PD:True_G:True_W:False_W:False_F:False_S:False, Action: Patrol, Reward: 0, New Q-value: 0
State: D:8.4_PD:True_G:True_W:False_W:False_F:False_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:8.6_PD:True_G:True_W:False_W:False_F:False_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:8.7_PD:False_G:True_W:False_W:False_F:False_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:8.8_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:9.2_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:9.5_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:9.7_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:10.0_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:10.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:10.6_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:10.9_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:11.1_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:11.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:11.7_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:12.0_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:12.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:12.5_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:12.8_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:13.1_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:13.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:13.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:13.9_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:14.1_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:14.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:14.7_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:15.0_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:15.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:15.5_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:15.8_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:16.0_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:16.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:16.6_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:16.8_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:17.1_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:17.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:17.7_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:18.0_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:18.0_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:18.2_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:18.2_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:18.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:18.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:18.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:18.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.19
State: D:18.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:18.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.271
State: D:18.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.3439
State: D:18.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.40951
State: D:18.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.468559
State: D:18.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.5217031
State: D:18.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.5695328
State: D:18.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.6125795
State: D:18.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:18.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:18.5_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:18.6_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:18.7_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:18.8_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:18.8_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:18.9_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:19.0_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:19.1_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:19.1_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.19
State: D:19.2_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:19.3_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:19.4_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:19.5_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:19.5_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:19.6_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:19.7_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:19.7_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:19.9_PD:False_G:True_W:False_W:False_F:True_S:False, Action: ShootLaser, Reward: -1, New Q-value: -0.1
State: D:20.0_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:20.0_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:20.1_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:20.2_PD:False_G:True_W:False_W:False_F:True_S:False, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:20.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:20.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:20.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:20.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:20.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:20.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:20.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:20.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:20.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:21.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:21.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:21.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01355
State: D:21.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:21.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:21.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:21.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:21.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:21.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0542
State: D:21.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:21.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:21.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:21.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:21.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:21.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:21.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.054695
State: D:21.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019495
State: D:21.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.0275455
State: D:21.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:22.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:22.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:22.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:22.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0542
State: D:22.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:22.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:22.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:22.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:22.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:22.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:22.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:22.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:22.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:23.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:23.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:23.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:23.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:23.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:23.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01355
State: D:23.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0551405
State: D:23.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.0199405
State: D:23.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01355
State: D:23.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01355
State: D:23.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:23.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.017195
State: D:23.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0204755
State: D:24.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.01901
State: D:24.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01256
State: D:24.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.03701
State: D:24.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.053309
State: D:24.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:24.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:24.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0542
State: D:24.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.06878
State: D:24.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:24.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:24.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:24.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:24.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:24.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:24.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:24.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:24.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:24.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:24.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:24.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:24.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:24.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.019
State: D:25.0_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:25.1_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:25.2_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:25.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:25.3_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:25.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:25.4_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:25.5_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:25.6_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:25.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:25.7_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: -0.1, New Q-value: -0.01
State: D:25.8_PD:False_G:True_W:False_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:25.9_PD:False_G:True_W:False_W:False_F:True_S:True, Action: Patrol, Reward: 0.1, New Q-value: 0.01
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.005
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.02
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.009500001
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.038
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.01355
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.017195
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0204755
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02342795
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02608516
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.0542
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.06878
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.081902
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.02847664
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03062898
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03256608
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03430947
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03587852
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03729067
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0385616
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.03970544
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.0407349
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.09371181
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1043406
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1139066
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04166141
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04249527
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Follow, Reward: -0.2, New Q-value: -0.1225159
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: ShootLaser, Reward: -0.05, New Q-value: -0.04324574
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
State: D:26.0_PD:False_G:True_W:True_W:False_F:True_S:True, Action: Patrol, Reward: 0, New Q-value: 0
