New Episode Started
State: D:20.2_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:21.9_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.005823606
State: D:22.0_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.002631028
State: D:22.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.01103609
State: D:22.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.01203273
State: D:22.1_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.009489278
State: D:22.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.005423981
State: D:22.0_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.007719917
State: D:21.9_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.006501717
State: D:22.0_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.01163435
State: D:22.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.01244685
State: D:22.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.01281957
State: D:22.1_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.01007732
State: D:22.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.006079484
State: D:22.0_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.004620566
State: D:21.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.004773719
State: D:21.8_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0020881
State: D:21.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0020881
State: D:21.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0040951
State: D:21.8_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.004265192
State: D:21.8_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001206722
State: D:21.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.005556819
State: D:22.0_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.005770139
State: D:22.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.01119295
State: D:22.0_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.01208832
State: D:22.1_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.007214591
State: D:22.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0117879
State: D:22.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.01325186
State: D:22.1_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.01067146
State: D:22.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.008585787
State: D:22.0_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.008252567
State: D:21.9_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.004623473
State: D:22.0_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.008731952
State: D:21.9_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.003967373
State: D:22.0_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.005760379
State: D:22.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.01186958
State: D:22.0_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.01213996
State: D:22.0_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.01192596
State: D:22.2_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.002614245
State: D:22.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.01364091
State: D:22.1_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.008095001
State: D:22.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.009329078
State: D:22.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.009594071
State: D:22.0_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.006391063
State: D:21.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.006120602
State: D:21.8_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.003086012
State: D:21.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.006628007
State: D:21.8_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.003984133
State: D:21.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.007084672
State: D:21.8_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.005231443
State: D:21.9_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.007112017
State: D:22.0_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.01253477
State: D:22.1_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.00888737
State: D:22.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.01023653
State: D:22.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.006659635
State: D:21.8_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.004462291
State: D:21.5_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.00426439
State: D:21.2_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:21.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001099
State: D:20.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:20.6_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:20.4_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:20.3_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:20.2_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001099
State: D:20.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.004677022
State: D:19.9_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.002809
State: D:19.6_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.003439
State: D:19.3_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001099
State: D:19.2_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.00271
State: D:19.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.005523446
State: D:19.0_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:18.7_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:18.5_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:18.3_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:18.1_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:17.9_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:17.7_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:17.4_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:17.3_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:17.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0019
State: D:16.8_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:16.5_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:16.3_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:16.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:15.7_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:15.4_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:15.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:15.1_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:15.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:15.0_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:14.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:14.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:14.9_G:True_W:True_F:True, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:15.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:14.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:14.8_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:14.7_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:14.7_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:14.6_G:True_W:False_F:True, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:14.7_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0019
State: D:14.6_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:14.5_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:14.4_G:True_W:False_F:True, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:14.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:14.5_G:True_W:False_F:True, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:14.7_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:14.7_G:True_W:False_F:True, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:14.8_G:True_W:False_F:True, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:14.9_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:15.0_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0019
State: D:14.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0019
State: D:14.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:14.7_G:True_W:False_F:True, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:14.8_G:True_W:False_F:True, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:14.9_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:15.0_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:15.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:15.2_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:15.3_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:15.3_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:15.4_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:15.3_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:15.4_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:15.5_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:15.4_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.00271
State: D:15.3_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:15.4_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:15.3_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0019
State: D:15.2_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:15.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:15.2_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:15.3_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0019
State: D:15.4_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:15.3_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:15.2_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:15.3_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.002809
State: D:15.4_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001999
State: D:15.4_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0027991
State: D:15.2_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0019
State: D:15.2_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:15.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0019
State: D:15.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0019
State: D:14.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.00271
State: D:14.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:14.8_G:True_W:False_F:True, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0019
State: D:14.8_G:True_W:False_F:True, Action: MoveRight, Reward: -0.01, New Q-value: -0.00271
State: D:14.9_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:15.0_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:15.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.00271
State: D:15.0_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.00271
State: D:14.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.003439
State: D:14.8_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0019
State: D:14.8_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:14.7_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:14.7_G:True_W:False_F:True, Action: MoveRight, Reward: -0.01, New Q-value: -0.00271
State: D:14.7_G:True_W:False_F:True, Action: MoveRight, Reward: -0.01, New Q-value: -0.003439
State: D:14.8_G:True_W:False_F:True, Action: MoveRight, Reward: -0.01, New Q-value: -0.003439
State: D:14.9_G:True_W:False_F:True, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:14.9_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.00271
State: D:15.0_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:15.1_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001999
State: D:15.2_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.00271
State: D:15.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0019
State: D:15.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.00271
State: D:15.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.003439
State: D:14.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:14.8_G:True_W:False_F:True, Action: MoveRight, Reward: -0.01, New Q-value: -0.0040951
State: D:14.9_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.003538
State: D:15.0_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0019
State: D:15.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.002809
State: D:15.2_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.003538
State: D:15.3_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001999
State: D:15.3_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:15.4_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0019
State: D:15.5_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001099
State: D:15.4_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.003439
State: D:15.3_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0036271
State: D:15.4_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.00370729
State: D:15.3_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.00271
State: D:15.2_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0011881
State: D:15.3_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.003439
State: D:15.4_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:15.5_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:15.6_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:15.5_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0020881
State: D:15.4_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0040951
State: D:15.4_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001099
State: D:15.4_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.004524661
State: D:15.3_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.00271
State: D:15.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.003538
State: D:14.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.00271
State: D:14.5_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:14.4_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:14.3_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:14.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:13.9_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:13.7_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:13.5_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:13.2_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:13.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:12.9_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:12.7_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:12.5_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:12.2_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:12.2_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:12.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:12.1_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:12.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:12.0_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:12.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:12.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:12.1_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:12.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.002809
State: D:12.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.002809
State: D:12.1_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0019
State: D:12.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0036271
State: D:12.1_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.00271
State: D:12.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.00436339
State: D:12.1_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0019
State: D:12.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:12.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.004927051
State: D:11.9_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:12.0_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0011881
State: D:12.1_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.003439
State: D:12.2_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:12.1_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.005434346
State: D:12.0_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0020881
State: D:12.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0037162
State: D:12.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.00453268
State: D:12.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.005267512
State: D:12.1_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.00271
State: D:12.1_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:12.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:11.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
State: D:11.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:11.8_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:11.9_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:11.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0019
State: D:11.7_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:11.6_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:11.7_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:11.8_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:11.7_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:11.8_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001999
State: D:11.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:11.8_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:11.9_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:12.0_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.00314758
State: D:12.1_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.005740761
State: D:12.2_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001099
State: D:12.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0019
State: D:12.0_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.00206929
State: D:11.9_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:12.0_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:12.0_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.002961361
State: D:11.9_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001999
State: D:11.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.002809
State: D:11.9_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001999
State: D:11.9_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0028981
State: D:12.0_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001999
State: D:11.9_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001999
State: D:11.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0035281
State: D:11.8_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0011881
State: D:11.9_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.0029872
State: D:11.9_G:True_W:False_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.0028981
State: D:11.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.00427429
State: D:11.8_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.003086012
State: D:11.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.004945861
State: D:11.8_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.002356202
State: D:11.9_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.003975392
State: D:11.9_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.004577853
State: D:11.7_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.0019
State: D:11.4_G:True_W:True_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:11.3_G:True_W:True_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:11.1_G:True_W:False_F:False, Action: MoveLeft, Reward: -0.01, New Q-value: -0.001
State: D:10.9_G:True_W:False_F:False, Action: MoveRight, Reward: -0.01, New Q-value: -0.001
State: D:10.6_G:True_W:True_F:False, Action: ShootLaser, Reward: -0.01, New Q-value: -0.001
