Distance,Action,Reward
17.78967,ShootLaser,-0.05
17.66247,Patrol,-0.1
17.66247,Follow,-0.02
17.66247,ShootLaser,-0.05
17.51579,Patrol,-0.1
17.51579,Follow,-0.02
17.51579,ShootLaser,-0.05
17.39623,Patrol,-0.1
17.39623,Follow,-0.02
17.39623,ShootLaser,-0.05
17.26786,Patrol,-0.1
17.26786,Follow,-0.02
17.26786,ShootLaser,-0.05
17.14423,Patrol,-0.1
17.14423,Follow,-0.02
17.14423,ShootLaser,-0.05
16.99659,Patrol,-0.1
16.99659,Follow,-0.02
16.99659,ShootLaser,-0.05
16.7898,Patrol,-0.1
16.7898,Follow,-0.02
16.7898,ShootLaser,-0.05
16.66663,Patrol,-0.1
16.66663,Follow,-0.02
16.66663,ShootLaser,-0.05
16.5423,Patrol,-0.1
16.5423,Follow,-0.02
16.5423,ShootLaser,-0.05
16.40229,Patrol,-0.1
16.40229,Follow,-0.02
16.40229,ShootLaser,-0.05
16.27583,Patrol,-0.1
16.27583,Follow,-0.02
16.27583,ShootLaser,-0.05
16.15331,Patrol,-0.1
16.15331,Follow,-0.02
16.15331,ShootLaser,-0.05
16.03699,Patrol,-0.1
16.03699,Follow,-0.02
16.03699,ShootLaser,-0.05
15.89968,Patrol,-0.1
15.89968,Follow,-0.02
15.89968,ShootLaser,-0.05
15.58851,Patrol,-0.1
15.58851,Follow,-0.02
15.58851,ShootLaser,-0.05
15.45288,Patrol,-0.1
15.45288,Follow,-0.02
15.45288,ShootLaser,-0.05
15.32836,Patrol,-0.1
15.32836,Follow,-0.02
15.32836,ShootLaser,-0.05
15.1961,Patrol,-0.1
15.1961,Follow,-0.02
15.1961,ShootLaser,-0.05
15.068,Patrol,-0.1
15.068,Follow,-0.02
15.068,ShootLaser,-0.05
14.95324,Patrol,-0.1
14.95324,Follow,-0.02
14.95324,ShootLaser,-0.05
14.83758,Patrol,-0.1
14.83758,Follow,-0.02
14.83758,ShootLaser,-0.05
14.71843,Patrol,-0.1
14.71843,Follow,-0.02
14.71843,ShootLaser,-0.05
14.57206,Patrol,-0.1
14.57206,Follow,-0.02
14.57206,ShootLaser,-0.05
14.44808,Patrol,-0.1
14.44808,Follow,-0.02
14.44808,ShootLaser,-0.05
14.32398,Patrol,-0.1
14.32398,Follow,-0.02
14.32398,ShootLaser,-0.05
14.1702,Patrol,-0.1
14.1702,Follow,-0.02
14.1702,ShootLaser,-0.05
14.04304,Patrol,-0.1
14.04304,Follow,-0.02
14.04304,ShootLaser,-0.05
13.91718,Patrol,-0.1
13.91718,Follow,-0.02
13.91718,ShootLaser,-0.05
13.76675,Patrol,-0.1
13.76675,Follow,-0.02
13.76675,ShootLaser,-0.05
13.64977,Patrol,-0.1
13.64977,Follow,-0.02
13.64977,ShootLaser,-0.05
13.41513,Patrol,-0.1
13.41513,Follow,-0.02
13.41513,ShootLaser,-0.05
13.28336,Patrol,-0.1
13.28336,Follow,-0.02
13.28336,ShootLaser,-0.05
13.16524,Patrol,-0.1
13.16524,Follow,-0.02
13.16524,ShootLaser,-0.05
13.04568,Patrol,-0.1
13.04568,Follow,-0.02
13.04568,ShootLaser,-0.05
12.9239,Patrol,-0.1
12.9239,Follow,-0.02
12.9239,ShootLaser,-0.05
12.78894,Patrol,-0.1
12.78894,Follow,-0.02
12.78894,ShootLaser,-0.05
12.66232,Patrol,-0.1
12.66232,Follow,-0.02
12.66232,ShootLaser,-0.05
12.54251,Patrol,-0.1
12.54251,Follow,-0.02
12.54251,ShootLaser,-0.05
12.41186,Patrol,-0.1
12.41186,Follow,-0.02
12.41186,ShootLaser,-0.05
12.29386,Patrol,-0.1
12.29386,Follow,-0.02
12.29386,ShootLaser,-0.05
12.15443,Patrol,-0.1
12.15443,Follow,-0.02
12.15443,ShootLaser,-0.05
12.03753,Patrol,-0.1
12.03753,Follow,-0.02
12.03753,ShootLaser,-0.05
11.90737,Patrol,-0.1
11.90737,Follow,-0.02
11.90737,ShootLaser,-0.05
11.785,Patrol,-0.1
11.785,Follow,-0.02
11.785,ShootLaser,-0.05
11.65217,Patrol,-0.1
11.65217,Follow,-0.02
11.65217,ShootLaser,-0.05
11.52654,Patrol,-0.1
11.52654,Follow,-0.02
11.52654,ShootLaser,-0.05
11.40307,Patrol,-0.1
11.40307,Follow,-0.02
11.40307,ShootLaser,-0.05
11.16066,Patrol,-0.1
11.16066,Follow,-0.02
11.16066,ShootLaser,-0.05
11.02102,Patrol,-0.1
11.02102,Follow,-0.02
11.02102,ShootLaser,-0.05
10.89386,Patrol,-0.1
10.89386,Follow,-0.02
10.89386,ShootLaser,-0.05
10.76736,Patrol,-0.1
10.76736,Follow,-0.02
10.76736,ShootLaser,-0.05
10.63219,Patrol,-0.1
10.63219,Follow,-0.02
10.63219,ShootLaser,-0.05
10.51637,Patrol,-0.1
10.51637,Follow,-0.02
10.51637,ShootLaser,-0.05
10.39469,Patrol,-0.1
10.39469,Follow,-0.02
10.39469,ShootLaser,-0.05
10.26935,Patrol,-0.1
10.26935,Follow,-0.02
10.26935,ShootLaser,-0.05
10.1243,Patrol,-0.1
10.1243,Follow,-0.02
10.1243,ShootLaser,-0.05
10.00841,Patrol,-0.1
10.00841,Follow,-0.02
10.00841,ShootLaser,-0.05
9.890653,Patrol,-0.1
9.890653,Follow,-0.02
9.890653,ShootLaser,-0.05
9.753091,Patrol,-0.1
9.753091,Follow,-0.02
9.753091,ShootLaser,-0.05
9.626545,Patrol,-0.1
9.626545,Follow,-0.02
9.626545,ShootLaser,-0.05
9.502143,Patrol,-0.1
9.502143,Follow,-0.02
9.502143,ShootLaser,-0.05
9.375812,Patrol,-0.1
9.375812,Follow,-0.02
9.375812,ShootLaser,-0.05
9.262235,Patrol,-0.1
9.262235,Follow,-0.02
9.262235,ShootLaser,-0.05
9.117275,Patrol,-0.1
9.117275,Follow,-0.02
9.117275,ShootLaser,-0.05
8.872196,Patrol,-0.1
8.872196,Follow,-0.02
8.872196,ShootLaser,-0.05
8.758592,Patrol,-0.1
8.758592,Follow,-0.02
8.758592,ShootLaser,-0.05
8.638951,Patrol,-0.1
8.638951,Follow,-0.02
8.638951,ShootLaser,-0.05
8.50943,Patrol,-0.1
8.50943,Follow,0.1
8.50943,ShootLaser,2
8.351818,Patrol,0
8.351818,Follow,0.1
8.222107,Patrol,0
8.222107,Follow,0.1
8.093338,Patrol,0
8.093338,Follow,0.1
7.960195,Patrol,0
7.960195,Follow,0.1
7.837545,Patrol,0
7.837545,Follow,0.1
7.716245,Patrol,0
7.716245,Follow,0.1
7.582708,Patrol,0
7.582708,Follow,-0.02
7.456009,Patrol,-0.1
7.456009,Follow,-0.02
7.334469,Patrol,-0.1
7.334469,Follow,0.1
7.213486,Patrol,0
7.213486,Follow,0.1
7.079903,Patrol,0
7.079903,Follow,0.1
6.965285,Patrol,0
6.965285,Follow,0.1
6.839909,Patrol,0
6.839909,Follow,0.1
6.566559,Patrol,0
6.566559,Follow,0.1
6.480293,Patrol,0
6.480293,Follow,-0.02
6.441225,Patrol,-0.1
6.441225,Follow,-0.02
6.404049,Patrol,-0.1
6.404049,Follow,-0.02
6.365702,Patrol,-0.1
6.365702,Follow,-0.02
6.327888,Patrol,-0.1
6.327888,Follow,-0.02
6.289497,Patrol,-0.1
6.289497,Follow,-0.02
6.250092,Patrol,-0.1
6.250092,Follow,-0.02
6.214515,Patrol,-0.1
6.214515,Follow,-0.02
6.178231,Patrol,-0.1
6.178231,Follow,-0.02
6.143823,Patrol,-0.1
6.143823,Follow,-0.02
6.109808,Patrol,-0.1
6.109808,Follow,-0.02
6.074275,Patrol,-0.1
6.074275,Follow,-0.02
6.036627,Patrol,-0.1
6.036627,Follow,-0.02
5.99648,Patrol,-0.1
5.99648,Follow,-0.02
5.96049,Patrol,-0.1
5.96049,Follow,-0.02
5.922613,Patrol,-0.1
5.922613,Follow,-0.02
5.845864,Patrol,-0.1
5.845864,Follow,-0.02
5.805772,Patrol,-0.1
5.805772,Follow,-0.02
5.771623,Patrol,-0.1
5.771623,Follow,-0.02
5.67634,Patrol,-0.1
5.67634,Follow,-0.02
5.628932,Patrol,-0.1
5.628932,Follow,-0.02
5.579317,Patrol,-0.1
5.579317,Follow,-0.02
5.543014,Patrol,-0.1
5.543014,Follow,-0.02
5.5036,Patrol,-0.1
5.5036,Follow,-0.02
5.466046,Patrol,-0.1
5.466046,Follow,-0.02
5.423165,Patrol,-0.1
5.423165,Follow,-0.02
5.386273,Patrol,-0.1
5.386273,Follow,-0.02
5.348872,Patrol,-0.1
5.348872,Follow,-0.02
5.312151,Patrol,-0.1
5.312151,Follow,-0.02
5.27406,Patrol,-0.1
5.27406,Follow,-0.02
5.233164,Patrol,-0.1
5.233164,Follow,-0.02
5.147178,Patrol,-0.1
5.147178,Follow,-0.02
5.091291,Patrol,-0.1
5.091291,Follow,-0.02
5.051952,Patrol,-0.1
5.051952,Follow,-0.02
5.013624,Patrol,-0.1
5.013624,Follow,-0.02
4.974124,Patrol,-0.1
4.974124,Follow,-0.02
4.937567,Patrol,-0.1
4.937567,Follow,-0.02
4.900287,Patrol,-0.1
4.900287,Follow,-0.02
4.855232,Patrol,-0.1
4.855232,Follow,-0.02
4.818706,Patrol,-0.1
4.818706,Follow,-0.02
4.782689,Patrol,-0.1
4.782689,Follow,-0.02
4.744958,Patrol,-0.1
4.744958,Follow,-0.02
4.700028,Patrol,-0.1
4.700028,Follow,-0.02
4.661767,Patrol,-0.1
4.661767,Follow,-0.02
4.626803,Patrol,-0.1
4.626803,Follow,-0.02
4.592824,Patrol,-0.1
4.592824,Follow,-0.02
4.557858,Patrol,-0.1
4.557858,Follow,-0.02
4.522643,Patrol,-0.1
4.522643,Follow,-0.02
4.452747,Patrol,-0.1
4.452747,Follow,-0.02
4.416899,Patrol,-0.1
4.416899,Follow,-0.02
4.379783,Patrol,-0.1
4.379783,Follow,-0.02
4.345447,Patrol,-0.1
4.345447,Follow,-0.02
4.310934,Patrol,-0.1
4.310934,Follow,-0.02
4.276115,Patrol,-0.1
4.276115,Follow,-0.02
4.235217,Patrol,-0.1
4.235217,Follow,-0.02
4.195895,Patrol,-0.1
4.195895,Follow,-0.02
4.159042,Patrol,-0.1
4.159042,Follow,-0.02
4.125137,Patrol,-0.1
4.125137,Follow,-0.02
4.089148,Patrol,-0.1
4.089148,Follow,-0.02
4.054474,Patrol,-0.1
4.054474,Follow,-0.02
4.019027,Patrol,-0.1
4.019027,Follow,-0.02
3.977314,Patrol,-0.1
3.977314,Follow,-0.02
3.942384,Patrol,-0.1
3.942384,Follow,-0.02
3.907998,Patrol,-0.1
3.907998,Follow,-0.02
3.870419,Patrol,-0.1
3.870419,Follow,-0.02
3.833916,Patrol,-0.1
3.833916,Follow,-0.02
3.758132,Patrol,-0.1
3.758132,Follow,-0.02
3.7256,Patrol,-0.1
3.7256,Follow,-0.02
3.689586,Patrol,-0.1
3.689586,Follow,-0.02
3.65397,Patrol,-0.1
3.65397,Follow,-0.02
3.617586,Patrol,-0.1
3.617586,Follow,-0.02
3.58218,Patrol,-0.1
3.58218,Follow,-0.02
3.540484,Patrol,-0.1
3.540484,Follow,-0.02
3.501987,Patrol,-0.1
3.501987,Follow,-0.02
3.464696,Patrol,-0.1
3.464696,Follow,-0.02
3.429524,Patrol,-0.1
3.429524,Follow,-0.02
3.386874,Patrol,-0.1
3.386874,Follow,-0.02
3.352372,Patrol,-0.1
3.352372,Follow,-0.02
3.31669,Patrol,-0.1
3.31669,Follow,-0.02
3.284449,Patrol,-0.1
3.284449,Follow,-0.02
3.247055,Patrol,-0.1
3.247055,Follow,-0.02
3.211619,Patrol,-0.1
3.211619,Follow,-0.02
3.172953,Patrol,-0.1
3.172953,Follow,-0.02
3.138232,Patrol,-0.1
3.138232,Follow,-0.02
3.07043,Patrol,-0.1
3.07043,Follow,-0.02
3.030419,Patrol,-0.1
3.030419,Follow,-0.02
2.999004,Patrol,-0.1
2.999004,Follow,-0.02
2.96888,Patrol,0.1
2.96888,Follow,-0.02
2.93647,Patrol,0
2.93647,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923008,Patrol,0
2.923008,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923008,Patrol,0
2.923008,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923008,Patrol,0
2.923008,Follow,-0.02
2.923008,Patrol,0
2.923008,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923008,Patrol,0
2.923008,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923008,Patrol,0
2.923008,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
2.923007,ShootLaser,-0.05
2.923007,Patrol,0
2.923007,Follow,-0.02
